105 Channels with RFI = 0.320435% of band;
2733;
3643;
3934;
4095;
4098;
5463;
6555;
6556;
6828;
6833;
7284;
8193;
8194;
9176;
9177;
9561;
9562;
10469;
10470;
10898;
10922;
10923;
10924;
10925;
10926;
10951;
11379;
11380;
11798;
11799;
11835;
12290;
12291;
12973;
13352;
13655;
13656;
14110;
14419;
14420;
14565;
14566;
15019;
15020;
15021;
15779;
16386;
16387;
16388;
17041;
17042;
17296;
17751;
17752;
18206;
18207;
18661;
18662;
19117;
19662;
19663;
21392;
21506;
21846;
21847;
21848;
22284;
22285;
22302;
22303;
23213;
23214;
23215;
24578;
25033;
25488;
25489;
25944;
27527;
28069;
28219;
28657;
28672;
28673;
28674;
28675;
28676;
29103;
29129;
29130;
29156;
29583;
29584;
29585;
30039;
30040;
30041;
30148;
30149;
30343;
31406;
32013;
32314;
32315;
32712;
