179 Channels with RFI = 0.546265% of band;
129;
130;
347;
449;
767;
768;
1471;
1497;
1726;
1727;
1790;
1791;
2046;
2110;
2186;
2365;
2429;
2684;
2685;
2876;
3004;
3164;
3323;
3324;
3643;
4026;
4027;
4665;
4716;
5176;
5558;
5559;
5865;
5866;
5878;
5879;
6411;
6516;
6517;
7092;
7220;
7475;
7794;
7795;
8114;
8194;
8395;
8433;
8434;
8625;
8817;
9009;
9010;
9392;
9545;
9775;
10005;
10158;
10348;
10349;
10669;
11384;
11880;
12074;
12075;
12265;
12330;
12458;
12649;
12904;
12905;
13224;
13225;
13543;
13544;
13684;
15139;
15140;
15141;
15459;
15460;
15524;
15779;
16098;
16099;
16214;
16386;
16418;
16546;
16673;
16903;
17056;
17057;
17363;
17364;
17440;
17593;
17695;
17996;
18014;
18015;
18033;
18206;
18315;
18316;
18334;
18352;
18353;
18653;
18654;
18973;
19101;
19203;
19930;
19931;
20123;
20570;
20582;
20583;
20889;
21004;
21043;
21209;
21272;
21336;
21461;
21464;
21655;
21656;
21658;
21975;
22550;
22882;
22883;
23111;
23112;
23114;
23125;
23189;
23444;
23763;
23764;
24019;
24083;
24262;
24578;
24721;
24722;
24951;
26254;
26255;
26448;
26562;
26791;
27788;
27941;
27979;
27980;
28171;
28235;
28401;
28554;
29321;
29448;
29511;
29512;
29704;
29705;
30241;
30470;
30854;
31237;
31239;
31391;
31556;
31557;
31620;
31621;
31876;
